name,type,majax,minax,posang,surfbr,hubble,messier,common
IC4759,G,0.59,0.14,71,24.92,,,
IC4759,G,0.92,0.54,175,23.84,I,,
IC4760,G,0.83,0.76,7,23.47,S0,,
IC4761,G,1.54,1.07,25,23.32,SBbc,,
IC4764,G,1.42,0.41,126,23.81,Sa,,
IC4765,G,3.79,2.84,121,24.09,E,,
IC4766,G,1.23,0.44,110,24.08,S0-a,,
IC4767,G,2.00,0.44,29,24.47,S0-a,,
IC4768,OCl,,,,,,,
IC4769,G,1.81,1.10,165,23.75,SBbc,,
IC4770,G,0.78,0.60,73,23.48,SABa,,
IC4771,G,1.10,0.46,179,23.50,Sc,,
IC4772,G,0.60,0.45,10,23.03,E,,
IC4773,G,1.39,0.72,137,23.29,SABd,,
IC4774,G,1.06,0.87,75,23.17,SBbc,,
IC4775,G,1.51,0.34,17,23.36,Sb,,
IC4776,PN,0.12,,,,,,
IC4777,G,0.94,0.77,122,23.21,S0-a,,
IC4778,G,1.20,1.03,46,23.27,S0-a,,
IC4779,G,0.86,0.79,90,23.19,Sab,,
IC4780,G,0.77,0.58,102,22.87,Sbc,,
IC4781,G,0.96,0.65,1,23.93,S0-a,,
IC4782,G,0.40,0.29,101,21.34,Sc,,
IC4783,G,1.15,0.92,59,23.43,Sbc,,
IC4784,G,1.51,1.21,98,23.38,S0,,
IC4785,G,3.12,1.60,135,23.84,SBb,,
IC4786,G,0.79,0.23,176,23.13,Sbc,,
IC4787,G,1.07,0.96,170,23.40,SBm,,
IC4788,G,1.27,0.21,15,23.77,Sc,,
IC4789,G,1.63,0.65,174,23.10,Sc,,
IC4790,G,1.21,0.70,56,22.68,SBc,,
IC4791,G,1.41,1.19,164,23.50,,,
IC4792,G,1.36,0.31,155,23.64,Sab,,
IC4793,G,1.21,0.53,120,23.10,Sb,,
IC4794,G,1.48,0.79,19,23.71,E-S0,,
IC4795,G,1.13,0.27,69,23.58,Sc,,
IC4796,G,1.95,1.08,133,23.41,S0,,
IC4797,G,2.62,1.85,148,23.21,E,,
IC4798,G,2.02,1.32,111,23.44,S0,,
IC4799,G,1.55,1.02,44,23.54,SBab,,
IC4800,G,1.95,1.10,161,23.64,SBa,,
IC4801,G,1.95,1.09,89,23.75,S0-a,,
IC4803,G,0.76,0.32,35,23.82,,,
IC4804,G,1.28,1.04,173,23.87,Sc,,
IC4805,G,0.76,0.28,26,22.73,Sa,,
IC4806,G,2.40,0.54,9,22.73,Sb,,
IC4807,G,1.01,0.68,14,22.64,SBc,,
IC4808,G,2.26,0.87,43,22.68,Sc,,
IC4809,G,1.01,0.60,11,23.77,,,
IC4810,G,4.04,0.41,135,23.12,SABc,,
IC4811,G,0.62,0.49,106,23.25,Sbc,,
IC4812,Neb,10.00,6.92,,,,,
IC4813,G,1.31,0.64,34,23.80,,,
IC4814,G,1.50,0.60,95,23.30,Sb,,
IC4815,G,1.12,0.77,167,23.36,S0,,
IC4817,G,1.46,0.48,14,23.22,Sbc,,
IC4818,G,0.95,0.24,77,23.88,S0-a,,
IC4819,G,3.00,0.37,123,23.68,Sc,,
IC4820,G,1.36,0.88,97,24.20,Scd,,
IC4821,G,1.82,0.85,6,23.08,Sc,,
IC4822,G,0.71,0.42,72,,Sbc,,
IC4823,G,1.23,0.87,18,23.79,S0-a,,
IC4824,G,0.73,0.20,59,23.44,I,,
IC4825,G,0.51,0.42,58,22.76,Sbc,,
IC4826,G,1.29,0.75,45,23.43,Sab,,
IC4827,G,3.05,0.69,166,23.54,Sab,,
IC4828,G,1.13,0.51,68,23.16,Sbc,,
IC4829,G,1.05,0.46,25,22.96,Sb,,
IC4830,G,1.94,1.45,27,23.15,SBbc,,
IC4831,G,3.67,0.84,111,23.52,SBab,,
IC4832,G,2.54,0.80,145,23.94,Sa,,
IC4833,G,0.78,0.44,94,22.42,S?,,
IC4834,G,1.11,0.50,126,23.37,Sa,,
IC4835,G,0.88,0.57,165,22.85,Sc,,
IC4836,G,1.59,1.36,71,22.81,SBc,,
IC4837,G,2.25,1.23,24,23.07,SBc,,
IC4837,G,4.47,0.85,166,23.44,Sb,,
IC4838,G,1.36,0.62,63,23.08,Sbc,,
IC4839,G,2.16,1.56,132,23.47,Sbc,,
IC4840,G,1.13,0.66,130,23.27,S0-a,,
IC4841,G,0.93,0.79,153,23.32,SABc,,
IC4842,G,2.22,1.14,21,23.99,E,,
IC4843,G,1.15,0.26,91,23.12,SBbc,,
IC4844,G,1.61,0.92,168,23.36,SBb,,
IC4845,G,1.95,1.46,83,22.34,SBb,,
IC4846,PN,0.03,,,,,,
IC4847,G,0.97,0.69,142,23.59,S0,,
IC4848,G,0.69,0.50,28,22.57,Sbc,,
IC4849,G,0.99,0.28,117,22.28,SBc,,
IC4851,G,1.69,0.58,14,23.44,SBab,,
IC4852,G,1.71,0.86,171,22.99,SBc,,
IC4853,G,1.24,0.31,167,23.06,Sbc,,
IC4854,G,1.31,1.25,28,23.10,SABc,,
IC4856,G,1.17,0.57,29,22.96,IB,,
IC4857,G,1.82,1.08,32,23.32,Sc,,
IC4859,G,1.17,0.62,35,23.27,SABb,,
IC4860,G,0.96,0.73,150,23.09,SBc,,
IC4861,G,1.21,0.47,28,24.02,Sc,,
IC4862,G,1.55,0.51,180,23.36,Sbc,,
IC4864,G,1.76,0.43,177,24.31,SABa,,
IC4866,G,1.64,1.02,164,23.37,SABb,,
IC4869,G,1.79,1.17,167,23.33,Sm,,
IC4870,G,1.67,0.87,132,23.87,IB,,
IC4871,G,3.78,0.77,8,24.40,SABc,,
IC4873,G,0.93,0.74,34,23.43,Sbc,,
IC4874,G,1.39,0.79,54,23.65,SABb,,
IC4875,G,1.00,0.68,68,22.99,I,,
IC4876,G,1.33,0.99,123,23.33,SABc,,
IC4877,G,1.64,0.31,83,24.31,S0,,
IC4878,G,1.50,0.31,43,24.78,,,
IC4879,G,0.90,0.41,81,22.65,Sa,,
IC4880,G,1.99,0.49,115,24.41,S0-a,,
IC4881,G,1.10,0.87,152,23.31,SBbc,,
IC4882,G,0.98,0.84,2,23.13,SBb,,
IC4883,G,1.51,0.50,157,23.46,SBb,,
IC4884,G,1.59,0.42,166,24.34,S0,,
IC4885,G,2.00,0.47,114,23.59,Sc,,
IC4886,G,1.48,0.75,110,23.32,Sb,,
IC4887,G,0.99,0.76,91,22.81,SABa,,
IC4888,G,1.14,0.87,100,23.63,E-S0,,
IC4889,G,2.99,2.49,2,23.30,E,,
IC4890,G,1.01,0.82,55,23.35,SBb,,
IC4892,G,1.82,0.40,4,24.67,Sbc,,
IC4893,G,0.57,0.48,65,,,,
IC4894,G,0.87,0.51,131,22.72,,,
IC4896,G,0.90,0.48,18,23.41,Sb,,
IC4897,G,0.80,0.46,111,23.41,SBb,,
IC4899,G,1.02,0.62,5,22.95,Sbc,,
IC4900,G,0.91,0.23,174,23.64,Sbc,,
IC4901,G,3.68,2.54,130,23.22,SABc,,
IC4902,G,0.68,0.34,18,23.44,Sbc,,
IC4903,G,1.17,0.37,180,23.49,Sb,,
IC4904,G,1.07,0.76,52,23.46,Sab,,
IC4905,G,1.04,0.34,118,24.08,Sab,,
IC4906,G,1.61,0.91,68,23.55,E-S0,,
IC4907,G,0.54,0.43,1,23.36,Sbc,,
IC4908,G,0.66,0.59,168,22.80,Sa,,
IC4909,G,1.16,0.79,77,23.38,Sbc,,
IC4910,G,0.52,0.42,117,22.77,SBbc,,
IC4911,G,0.61,0.45,139,23.71,S0,,
IC4912,G,1.00,0.39,41,23.49,SBc,,
IC4913,G,1.57,1.07,127,23.69,E-S0,,
IC4914,G,0.46,0.37,91,22.75,Sbc,,
IC4915,G,1.37,0.88,97,24.20,E-S0,,
IC4916,G,1.05,0.94,175,23.16,Sb,,
IC4917,G,0.79,0.73,35,23.45,S0,,
IC4918,G,0.41,0.32,123,23.04,,,
IC4919,G,1.36,0.92,36,23.99,Sd,,
IC4920,G,0.64,0.34,34,23.79,Sbc,,
IC4921,G,0.80,0.42,136,23.56,S0,,
IC4923,G,1.03,0.90,97,23.30,S0,,
IC4925,G,0.90,0.18,164,23.61,Sbc,,
IC4926,G,1.29,1.00,54,23.37,E,,
IC4927,G,1.18,0.37,167,23.45,Sb,,
IC4928,G,0.90,0.27,33,24.50,,,
IC4929,G,1.34,0.43,21,22.94,Sb,,
IC4931,G,2.28,1.43,135,23.57,E,,
IC4932,G,0.83,0.59,6,23.58,Sa,,
IC4933,G,2.08,1.28,9,22.91,SBbc,,
IC4934,G,1.55,0.26,27,23.29,Sc,,
IC4935,G,1.80,0.50,176,23.54,SBa,,
IC4936,G,1.35,0.70,12,23.36,SBd,,
IC4937,G,1.72,0.41,1,23.91,Sb,,
IC4938,G,0.46,0.30,170,20.22,SBab,,
IC4939,G,0.74,0.44,148,22.76,Sc,,
IC4941,G,0.88,0.64,2,23.70,SBd,,
IC4942,G,0.65,0.35,147,23.61,SBab,,
IC4943,G,1.33,1.25,8,23.12,E,,
IC4944,G,1.33,0.65,7,23.92,S0-a,,
IC4946,G,2.50,0.90,68,23.04,S0-a,,
IC4947,G,0.76,0.61,72,23.32,E,,
IC4950,G,1.38,0.38,39,23.60,SBbc,,
IC4951,G,3.07,0.71,175,23.93,SBd,,
IC4952,G,0.93,0.21,8,22.43,S0-a,,
IC4953,G,0.57,0.38,70,22.91,Sbc,,
IC4954,HII,3.00,1.00,,,,,
IC4955,Neb,2.09,1.55,80,,,,
IC4956,G,1.73,1.67,115,23.43,E,,
IC4957,G,0.93,0.52,14,23.47,SBab,,
IC4958,G,0.46,0.30,25,,Sc,,
IC4960,G,1.26,0.39,166,23.71,S0,,
IC4961,G,1.64,0.46,91,23.72,SABd,,
IC4962,G,0.98,0.20,156,23.69,Sbc,,
IC4963,G,1.43,0.61,159,23.49,SABa,,
IC4964,G,1.59,0.58,155,23.30,Scd,,
IC4965,G,1.23,0.85,143,24.01,S0,,
IC4967,G,0.73,0.57,92,23.00,E,,
IC4968,G,0.76,0.61,37,22.96,SBc,,
IC4969,G,0.71,0.64,22,23.14,Sa,,
IC4970,G,1.66,0.44,12,24.36,E-S0,,
IC4971,G,0.91,0.28,5,23.67,Sbc,,
IC4972,G,1.01,0.26,16,23.34,Sb,,
IC4973,G,0.66,0.35,1,23.28,Sbc,,
IC4974,GPair,1.00,,,,,,
IC4974,G,0.84,0.61,68,24.85,E,,
IC4974,G,0.66,0.48,110,,,,
IC4975,G,1.11,1.01,39,23.34,S0,,
IC4976,G,0.44,0.34,61,22.50,Sa,,
IC4978,G,0.74,0.30,91,23.54,,,
IC4979,G,1.08,0.90,13,23.68,SABc,,
IC4980,G,1.61,0.63,123,23.66,S0-a,,
IC4981,G,1.07,0.35,136,21.36,I,,
IC4982,G,0.52,0.44,51,22.57,,,
IC4983,G,1.02,0.94,50,23.00,SBc,,
IC4984,G,0.88,0.39,115,23.25,Sb,,
IC4985,G,0.85,0.56,66,22.99,S?,,
IC4986,G,2.23,0.86,15,23.81,SABd,,
IC4987,G,1.01,0.65,66,23.54,SABc,,
IC4989,G,1.16,0.29,155,23.39,Sb,,
IC4990,G,0.77,0.36,19,23.61,SBc,,
IC4991,G,2.91,2.13,129,23.73,S0,,
IC4992,G,1.71,0.26,55,22.99,SBc,,
IC4993,G,0.52,0.40,28,22.78,Sm,,
IC4994,G,1.36,1.06,96,23.39,S0,,
IC4995,G,1.19,0.81,158,23.45,S0,,
IC4996,OCl,6.00,,,,,,
IC4997,PN,0.03,,,,,,
IC4998,G,1.57,1.08,103,23.39,SBc,,
IC4999,G,2.03,1.00,92,22.94,Sc,,
IC5001,G,0.97,0.39,28,23.72,S0-a,,
IC5002,G,1.35,0.72,93,23.60,S0,,
IC5003,G,2.36,0.66,162,22.89,Sbc,,
IC5005,G,1.36,0.99,62,22.76,SBc,,
IC5007,G,2.31,1.45,30,23.23,Scd,,
IC5008,G,1.19,0.33,77,23.57,SBd,,
IC5009,G,1.05,0.66,96,23.20,S0-a,,
IC5010,G,0.78,0.34,178,23.36,Sc,,
IC5011,G,3.01,1.32,18,23.76,S0,,
IC5012,G,1.06,0.52,78,23.51,SBc,,
IC5014,G,0.77,0.66,102,22.55,,,
IC5016,G,0.63,0.48,94,23.40,SBab,,
IC5017,G,0.97,0.47,175,23.56,S0,,
IC5019,G,1.54,0.32,85,24.00,SABb,,
IC5020,G,2.33,1.75,148,23.38,Sb,,
IC5021,G,0.76,0.67,21,23.08,S?,,
IC5022,G,0.78,0.53,142,23.36,SABc,,
IC5023,G,1.43,0.49,118,23.19,Sa,,
IC5024,G,0.98,0.71,17,23.61,,,
IC5025,G,1.65,0.25,110,23.87,Sbc,,
IC5026,G,2.40,0.28,75,24.27,Scd,,
IC5027,G,0.51,0.46,55,22.45,Sbc,,
IC5028,G,1.32,0.77,170,24.09,I,,
IC5031,G,0.59,0.35,40,,,,
IC5032,G,1.30,0.37,144,22.57,S0-a,,
IC5033,G,0.95,0.54,45,23.55,Sc,,
IC5034,G,1.43,0.59,25,23.49,Sbc,,
IC5035,G,0.63,0.41,122,23.26,Sc,,
IC5036,G,0.99,0.30,119,23.77,Sc,,
IC5037,G,1.32,0.21,158,23.74,Sc,,
IC5038,G,1.51,0.69,73,23.15,SBc,,
IC5040,G,0.80,0.60,9,23.11,Sd,,
IC5042,G,1.10,0.75,43,22.73,Sc,,
IC5043,G,0.78,0.24,20,23.62,Sc,,
IC5044,G,0.64,0.44,99,23.31,,,
IC5045,G,0.81,0.36,71,22.98,Sb,,
IC5048,G,0.58,0.52,70,23.31,SBbc,,
IC5049,GPair,1.20,,,,,,
IC5049,G,1.10,0.84,149,24.21,E,,
IC5049,G,1.78,1.18,138,24.52,E,,
IC5050,G,1.33,0.80,83,23.66,Sb,,
IC5051,G,0.68,0.44,59,23.09,Sc,,
IC5052,G,7.16,1.33,140,23.25,SBcd,,
IC5053,G,2.09,0.68,57,23.87,Sa,,
IC5054,G,2.23,0.43,6,23.83,SBa,,
IC5055,G,0.83,0.44,28,23.46,,,
IC5059,G,0.90,0.62,13,23.41,Sab,,
IC5060,G,0.87,0.18,79,22.74,Sc,,
IC5063,G,2.69,1.91,120,23.82,S0-a,,
IC5064,G,1.27,0.73,54,23.31,SBa,,
IC5065,G,1.50,0.92,149,24.13,S0,,
IC5066,G,0.68,0.32,30,22.71,Sab,,
IC5068,HII,40.00,30.00,,,,,
IC5069,G,1.15,0.95,36,23.07,SBb,,
IC5070,HII,60.00,50.00,,,,,Pelican Nebula
IC5071,G,3.17,0.56,17,23.19,Sc,,
IC5072,G,0.81,0.37,107,23.84,,,
IC5073,G,1.18,0.91,50,23.76,SBc,,
IC5074,G,0.65,0.46,168,22.72,Sc,,
IC5075,G,1.09,0.45,148,22.96,Sab,,
IC5076,RfN,7.00,7.00,,,,,
IC5077,G,0.67,0.52,94,23.39,Sbc,,
IC5078,G,3.24,0.56,86,23.44,Sc,,
IC5080,G,0.49,0.39,45,,E,,
IC5083,G,0.80,0.60,30,,S0,,
IC5084,G,1.67,1.07,137,23.11,SBb,,
IC5085,G,0.72,0.52,31,23.08,Sab,,
IC5086,G,1.75,1.57,41,23.75,E-S0,,
IC5087,G,1.46,0.38,95,23.73,SBb,,
IC5088,G,1.37,1.06,96,23.84,S0-a,,
IC5089,G,0.60,0.27,28,23.23,Sab,,
IC5090,G,0.83,0.27,17,23.02,Sa,,
IC5091,G,0.56,0.49,158,23.23,Sc,,
IC5092,G,2.75,2.43,33,23.82,SBc,,
IC5093,G,0.79,0.34,125,23.46,Sc,,
IC5094,G,1.17,0.50,154,22.93,SBc,,
IC5095,G,0.92,0.39,72,23.18,Sc,,
IC5096,G,3.52,0.66,149,23.71,Sbc,,
IC5099,G,0.72,0.28,6,22.70,Sc,,
IC5100,G,1.15,0.20,114,22.50,SBc,,
IC5101,G,1.10,0.89,2,22.72,SBc,,
IC5102,G,1.07,0.54,113,23.75,S0,,
IC5103,G,1.07,0.80,57,23.67,SBc,,
IC5104,G,1.48,0.43,172,23.30,Sab,,
IC5105,G,2.98,1.64,44,23.78,E,,
IC5106,G,1.51,1.17,145,23.44,E-S0,,
IC5107,G,1.02,0.38,4,23.16,Sc,,
IC5108,G,1.08,0.39,104,23.17,SBc,,
IC5109,G,0.92,0.69,168,23.39,E,,
IC5110,G,1.37,1.00,52,23.22,Sc,,
IC5111,G,0.78,0.66,2,23.17,Sbc,,
IC5115,G,0.71,0.42,109,23.48,Sbc,,
IC5116,G,1.48,1.26,34,23.34,SBbc,,
IC5117,PN,0.02,,,,,,
IC5118,G,1.22,0.31,45,23.49,Sc,,
IC5119,G,0.82,0.23,153,23.02,Sa,,
IC5122,G,0.65,0.38,55,24.08,S0-a,,
IC5123,G,1.48,0.57,17,23.34,SABb,,
IC5124,G,0.51,0.23,134,23.83,S0-a,,
IC5125,G,0.78,0.71,105,22.20,Sbc,,
IC5126,G,0.37,0.32,10,,,,
IC5128,G,0.96,0.64,128,22.93,S0-a,,
IC5129,G,0.55,0.45,16,22.70,Sc,,
IC5130,G,1.63,0.55,108,23.45,Sbc,,
IC5131,G,1.62,1.53,36,23.07,E-S0,,
IC5132,Neb,,,,,,,
IC5133,Neb,,,,,,,
IC5134,Neb,7.59,,,,,,
IC5138,G,1.23,0.75,125,22.88,SBb,,
IC5139,G,2.19,1.04,32,23.82,E-S0,,
IC5140,G,2.19,0.33,137,24.02,SBcd,,
IC5141,G,1.50,1.18,25,22.91,Sbc,,
IC5142,G,1.67,0.97,73,23.81,Sc,,
IC5144,G,0.79,0.62,92,23.83,E,,
IC5145,G,1.62,0.80,171,23.85,Sab,,
IC5146,Cl+N,10.00,10.00,,,,,Cocoon Nebula
IC5147,G,1.59,0.72,29,24.12,Sc,,
IC5148,PN,2.30,,,,,,
IC5149,G,1.38,0.52,31,23.38,Sa,,
IC5151,G,0.35,0.20,0,,,,
IC5152,G,5.13,3.60,103,22.38,IAB,,
IC5153,G,0.18,0.10,65,,,,
IC5154,G,0.86,0.55,4,23.87,Sm,,
IC5156,G,2.28,0.82,175,22.85,SBab,,
IC5157,G,2.01,1.80,56,23.76,E,,
IC5158,G,1.01,0.55,64,23.39,SBm,,
IC5160,G,0.94,0.54,21,24.05,S0,,
IC5161,G,0.71,0.30,16,23.32,Sa,,
IC5162,G,1.08,0.63,134,23.50,Sc,,
IC5165,G,1.52,0.51,43,23.75,Sab,,
IC5168,G,1.30,0.36,141,23.77,SBc,,
IC5169,G,2.05,0.91,24,23.98,S0-a,,
IC5170,G,1.91,0.83,26,23.10,SBa,,
IC5171,G,0.74,0.49,153,21.32,SABb,,
IC5172,G,0.71,0.24,87,23.10,Sbc,,
IC5173,GPair,2.80,,,,,,
IC5173,G,1.82,0.32,75,24.71,SBc,,
IC5173,G,0.69,0.25,74,24.03,,,
IC5174,G,0.75,0.65,149,22.96,SBbc,,
IC5175,G,1.59,0.54,87,23.78,Sab,,
IC5176,G,4.51,0.63,28,23.97,Sbc,,
IC5177,G,0.85,0.38,9,23.04,SBb,,
IC5178,G,1.04,0.63,91,23.11,SBc,,
IC5179,G,1.01,0.52,61,20.86,Sbc,,
IC5180,G,1.38,1.20,146,24.18,E,,
IC5181,G,2.65,0.86,73,23.24,S0,,
IC5182,G,0.78,0.55,136,23.22,Sd,,
IC5185,G,0.58,0.46,70,22.25,Sc,,
IC5186,G,2.11,1.44,92,22.61,Sb,,
IC5187,G,0.60,0.56,16,22.27,Sc,,
IC5188,G,1.29,1.05,9,22.89,SABc,,
IC5190,G,0.90,0.67,127,23.08,SBbc,,
IC5191,G,1.08,0.17,65,23.56,S0-a,,
IC5192,G,0.53,0.28,162,23.77,,,
IC5193,G,0.75,0.68,178,23.63,E,,
IC5196,G,1.49,0.35,100,23.83,Sc,,
IC5197,G,1.05,0.56,34,23.35,SBb,,
IC5199,G,1.90,0.32,153,23.72,Sb,,
IC5200,G,0.74,0.36,124,23.35,Sc,,
IC5201,G,6.70,2.86,22,23.53,Sc,,
IC5202,G,1.62,0.58,128,23.57,SBc,,
IC5203,G,1.11,0.68,12,23.30,Sc,,
IC5205,G,0.63,0.39,20,23.30,Sc,,
IC5206,G,0.99,0.56,29,23.46,SBbc,,
IC5207,G,1.23,0.66,178,23.79,SABc,,
IC5208,G,1.86,0.33,62,24.74,S0-a,,
IC5209,G,0.72,0.46,127,23.24,Sc,,
IC5210,G,1.13,0.95,80,23.09,E-S0,,
IC5211,G,0.80,0.58,158,22.79,Sa,,
IC5212,G,0.99,0.56,40,23.00,Sb,,
IC5213,G,0.66,0.41,131,23.34,Sc,,
IC5215,G,0.65,0.53,180,23.27,Sc,,
IC5217,PN,0.11,,,,,,
IC5218,G,1.34,0.48,22,23.71,SBbc,,
IC5219,G,0.89,0.55,16,23.94,Scd,,
IC5220,G,1.19,0.37,112,23.17,Sc,,
IC5221,G,0.47,0.43,59,22.96,Sc,,
IC5222,G,1.96,0.89,92,23.06,SBbc,,
IC5223,G,0.66,0.29,4,23.30,Sa,,
IC5224,G,1.65,0.39,165,23.34,Sab,,
IC5226,G,1.98,1.49,35,23.44,Sb,,
IC5227,G,1.19,0.86,176,22.89,SBab,,
IC5229,G,0.63,0.53,70,22.81,Sbc,,
IC5230,G,1.05,0.41,43,23.34,Sc,,
IC5231,G,0.72,0.63,65,23.09,S0-a,,
IC5232,G,0.71,0.47,3,23.05,Sc,,
IC5233,G,0.91,0.84,16,23.34,Sbc,,
IC5234,G,1.20,0.54,147,24.26,S0-a,,
IC5235,G,0.63,0.34,84,20.03,S0-a,,
IC5236,G,0.84,0.56,64,23.77,S0,,
IC5238,G,0.71,0.44,63,23.39,Sc,,
IC5239,G,1.32,0.62,53,24.70,E,,
IC5240,G,3.20,2.22,96,23.79,SBa,,
IC5241,G,0.91,0.74,174,23.23,SBc,,
IC5242,G,0.82,0.70,174,23.10,Sab,,
IC5243,G,0.74,0.63,16,22.75,Sbc,,
IC5244,G,2.86,0.47,174,23.59,Sb,,
IC5245,G,0.85,0.71,114,23.44,S0-a,,
IC5246,G,1.02,0.67,154,23.18,Sc,,
IC5247,G,1.37,0.40,124,23.60,Sb,,
IC5249,G,4.38,0.36,12,24.12,SBcd,,
IC5250,GPair,3.50,,,,,,
IC5250,G,1.51,1.31,73,22.35,E-S0,,
IC5250,G,1.74,0.95,120,22.58,S0,,
IC5252,G,1.34,0.77,173,22.69,SBbc,,
IC5253,G,0.89,0.36,164,24.11,S0-a,,
IC5254,G,0.68,0.32,80,22.98,Sc,,
IC5256,G,1.20,0.51,17,23.00,SBd,,
IC5257,G,0.70,0.47,18,22.90,Sbc,,
IC5258,G,1.00,0.64,102,22.97,E-S0,,
IC5259,G,1.08,0.77,79,23.30,Sc,,
IC5261,G,1.44,1.28,21,23.25,SBc,,
IC5262,G,1.35,0.68,179,23.32,S0-a,,
IC5263,G,1.59,0.73,147,23.92,S0-a,,
IC5264,G,2.43,0.53,80,23.05,Sab,,
IC5266,G,1.89,0.52,33,23.85,Sb,,
IC5267,G,5.58,4.06,138,23.84,S0-a,,
IC5269,G,1.84,0.75,51,23.23,S0,,
IC5270,G,3.29,1.81,105,23.73,SBc,,
IC5271,G,3.00,1.16,140,22.79,Sb,,
IC5272,G,1.07,0.82,33,23.42,Sm,,
IC5273,G,3.07,1.98,46,23.36,SBc,,
IC5274,G,0.90,0.77,109,23.71,S0,,
IC5276,G,0.83,0.35,45,23.52,S0-a,,
IC5277,G,0.59,0.54,41,22.82,Sc,,
IC5278,G,1.17,0.40,88,23.55,Sd,,
IC5279,G,0.77,0.67,32,22.53,Sa,,
IC5280,G,1.32,0.50,4,23.82,Sab,,
IC5282,G,1.07,0.51,174,23.72,Sc,,
IC5283,G,1.15,0.60,105,23.24,Sc,,
IC5284,G,1.07,0.38,140,23.42,Sa,,
IC5285,G,1.32,0.74,88,23.23,S0-a,,
IC5286,G,0.97,0.21,114,23.59,Sc,,
IC5287,G,0.91,0.40,40,23.18,SBb,,
IC5288,G,0.92,0.79,84,23.31,S0,,
IC5289,GPair,0.70,,,,,,
IC5289,G,0.44,0.17,0,,Sb,,
IC5289,G,1.15,0.74,36,23.43,S0,,
IC5290,G,1.15,0.72,67,22.42,Sa,,
IC5291,G,0.34,0.34,165,22.05,,,
IC5292,G,0.68,0.64,90,23.05,Sc,,
IC5293,G,0.71,0.49,167,23.73,,,
IC5295,G,0.64,0.55,46,23.61,Sc,,
IC5296,G,0.79,0.49,37,23.45,Sb,,
IC5297,G,0.58,0.55,151,23.36,,,
IC5298,G,0.79,0.70,161,23.22,SBc,,
IC5299,G,0.43,0.25,20,,,,
IC5300,G,0.81,0.50,130,23.92,S0,,
IC5301,G,1.10,0.58,87,23.73,Sc,,
IC5302,G,1.19,0.42,24,24.08,S0,,
IC5304,G,1.52,0.94,18,23.98,E-S0,,
IC5305,G,0.40,0.25,120,,Sa,,
IC5306,G,0.66,0.29,83,21.41,Sab,,
IC5307,G,0.30,0.26,40,23.24,,,
IC5309,G,1.29,0.61,25,23.13,Sb,,
IC5310,G,0.50,0.41,7,22.63,S0,,
IC5312,G,0.35,0.35,105,21.39,Sb,,
IC5314,G,0.68,0.68,5,23.59,E,,
IC5315,G,0.92,0.77,136,23.37,E,,
IC5316,G,0.58,0.44,118,23.81,,,
IC5317,G,0.81,0.62,5,23.33,S0,,
IC5319,G,0.73,0.64,1,23.84,E-S0,,
IC5320,G,0.60,0.55,113,22.85,S0,,
IC5321,G,1.31,0.75,46,23.00,SBab,,
IC5322,G,0.77,0.48,77,23.24,S0,,
IC5323,G,1.64,1.04,32,23.72,S0-a,,
IC5324,G,1.26,1.12,34,23.22,E,,
IC5325,G,2.88,2.62,8,22.83,Sbc,,
IC5326,G,1.02,0.49,116,23.24,Sb,,
IC5328,G,2.99,1.75,41,23.48,E,,
IC5329,G,1.37,0.34,109,23.79,Sc,,
IC5331,G,1.24,0.43,17,23.55,Sab,,
IC5332,G,6.07,5.77,0,23.92,SABc,,
IC5334,G,1.91,0.57,125,23.40,Sbc,,
IC5335,G,1.11,0.48,137,24.00,S0,,
IC5336,GPair,0.90,,,,,,
IC5336,G,0.49,0.29,38,24.27,,,
IC5336,G,0.59,0.44,112,24.32,,,
IC5337,G,0.96,0.31,2,23.27,Sbc,,
IC5338,G,1.26,0.91,26,24.35,E,,
IC5339,G,1.07,0.95,106,23.52,E-S0,,
IC5341,G,0.24,0.24,25,21.52,E,,
IC5342,G,0.79,0.63,26,23.77,E,,
IC5343,G,0.86,0.68,15,22.40,Sm,,
IC5345,G,0.74,0.51,155,22.74,Sa,,
IC5346,G,0.60,0.34,98,23.76,,,
IC5347,G,0.72,0.56,112,23.89,,,
IC5349,GPair,1.10,,,,,,
IC5349,G,1.00,0.30,21,23.96,S0,,
IC5349,G,1.03,1.03,0,,E,,
IC5350,G,1.03,0.84,55,23.44,E-S0,,
IC5351,G,1.70,0.81,40,24.61,E,,
IC5352,G,0.45,0.31,66,23.64,S0,,
IC5353,G,1.79,1.00,128,23.95,E-S0,,
IC5354,G,0.92,0.58,65,23.64,E,,
IC5355,G,1.01,0.76,11,23.00,SBc,,
IC5356,G,0.97,0.52,42,23.42,Sa,,
IC5357,G,1.58,0.86,154,23.74,E-S0,,
IC5358,G,1.48,1.03,114,23.36,E,,
IC5359,G,1.23,0.27,139,23.69,Sc,,
IC5362,G,1.56,1.43,40,23.54,S0,,
IC5364,GPair,1.50,,,,,,
IC5364,G,1.07,1.07,95,23.16,S0-a,,
IC5364,G,1.00,0.92,90,23.27,E,,
IC5367,G,0.56,0.42,52,23.63,Sab,,
IC5369,G,0.91,0.45,86,23.64,S0-a,,
IC5370,G,0.78,0.71,115,23.09,S0-a,,
IC5371,G,0.52,0.45,147,23.20,,,
IC5372,G,0.40,0.35,10,,,,
IC5373,G,0.67,0.51,154,22.91,Sb,,
IC5374,G,0.67,0.57,16,23.28,Sc,,
