name,type,majax,minax,posang,surfbr,hubble,messier,common
IC4144,G,0.96,0.18,6,23.44,Sb,,
IC4145,G,0.71,0.17,135,23.57,Sc,,
IC4146,G,0.52,0.38,9,24.06,SBab,,
IC4147,G,0.32,0.17,156,,,,
IC4148,G,0.41,0.21,68,24.16,Sbc,,
IC4149,G,0.65,0.39,82,23.09,Sb,,
IC4151,GTrpl,0.40,,,,,,
IC4151,G,0.47,0.23,8,24.11,Sbc,,
IC4151,G,0.30,0.19,131,23.73,S?,,
IC4152,G,0.75,0.63,11,24.16,E,,
IC4154,G,0.62,0.53,111,23.34,Sbc,,
IC4158,G,0.76,0.25,125,23.31,Sab,,
IC4159,G,0.33,0.24,127,23.52,Sbc,,
IC4160,G,0.43,0.20,22,23.38,SBb,,
IC4161,G,0.71,0.18,107,22.98,Sc,,
IC4162,G,0.33,0.24,165,23.27,Sb,,
IC4163,G,0.40,0.33,31,23.10,Sbc,,
IC4164,G,0.45,0.20,127,23.42,Sb,,
IC4165,G,0.64,0.60,16,23.06,Sc,,
IC4166,G,1.01,0.49,177,23.43,Sab,,
IC4167,G,0.40,0.25,160,23.77,E,,
IC4168,G,0.65,0.50,74,23.37,E,,
IC4169,GPair,0.60,,,,,,
IC4169,G,0.15,0.12,120,23.73,,,
IC4169,G,0.51,0.47,130,23.81,E,,
IC4170,GPair,0.80,,,,,,
IC4170,G,0.51,0.50,79,23.53,E,,
IC4170,G,0.26,0.17,95,24.78,,,
IC4171,G,0.71,0.39,82,23.50,Scd,,
IC4172,G,0.49,0.39,85,23.41,Sb,,
IC4175,G,0.40,0.27,138,23.84,SBbc,,
IC4177,G,0.87,0.45,90,23.09,Sa,,
IC4178,G,0.63,0.24,120,23.26,I,,
IC4180,G,1.38,1.02,163,23.14,S0-a,,
IC4181,G,0.53,0.47,125,23.43,SBb,,
IC4182,G,6.01,5.52,0,25.09,Sm,,
IC4183,G,0.46,0.40,113,23.91,E,,
IC4184,G,0.33,0.22,111,,E,,
IC4185,GPair,1.00,,,,,,
IC4185,G,0.55,0.23,147,24.18,E,,
IC4185,G,0.32,0.19,21,23.80,Sm,,
IC4187,G,0.55,0.43,157,23.12,E-S0,,
IC4188,G,0.46,0.37,53,23.42,Sbc,,
IC4189,G,1.25,0.84,180,23.32,Sc,,
IC4191,PN,0.08,,,,,,
IC4193,G,0.49,0.32,61,22.40,Sbc,,
IC4197,G,1.84,1.12,162,23.59,E-S0,,
IC4200,G,1.69,1.06,154,23.73,S0,,
IC4201,G,0.66,0.63,85,23.47,E,,
IC4202,G,1.74,0.36,142,23.77,Sbc,,
IC4204,G,0.95,0.21,42,23.25,Sc,,
IC4207,G,0.49,0.30,2,23.46,SBb,,
IC4209,G,1.28,0.53,99,23.03,SBbc,,
IC4212,G,0.33,0.21,140,20.51,SBc,,
IC4213,G,2.48,0.48,176,23.33,Sc,,
IC4214,G,2.96,1.84,165,23.11,SBa,,
IC4215,G,1.55,0.36,46,23.58,Sab,,
IC4216,G,2.05,0.77,53,23.09,SABc,,
IC4217,G,0.68,0.62,30,23.09,Sbc,,
IC4218,G,1.20,0.37,159,22.82,Sbc,,
IC4219,G,1.12,0.97,114,22.47,SBb,,
IC4220,G,0.85,0.61,105,23.12,Sa,,
IC4221,G,1.54,0.71,167,22.63,SBc,,
IC4223,G,0.72,0.53,140,23.32,Sb,,
IC4224,G,0.88,0.37,99,22.64,SBd,,
IC4225,G,1.64,0.33,131,24.44,S0-a,,
IC4226,G,0.49,0.35,140,22.50,S0-a,,
IC4227,G,0.54,0.44,77,22.87,SBb,,
IC4228,G,0.80,0.55,67,23.16,SBa,,
IC4229,G,0.80,0.67,15,22.59,Sb,,
IC4230,G,1.19,0.36,1,23.64,Sa,,
IC4231,G,2.06,0.57,34,23.62,Sbc,,
IC4232,G,1.19,0.37,4,22.80,Sbc,,
IC4234,G,0.78,0.68,12,22.91,SABa,,
IC4235,G,0.91,0.25,78,24.48,,,
IC4237,G,2.14,1.39,135,23.24,SBb,,
IC4238,G,0.87,0.24,29,23.61,Sab,,
IC4239,G,0.88,0.63,132,23.59,S0-a,,
IC4240,G,0.54,0.25,34,23.63,E,,
IC4241,G,0.62,0.47,64,23.25,E,,
IC4242,G,0.58,0.41,137,23.47,SBb,,
IC4243,G,0.50,0.38,35,22.64,E-S0,,
IC4244,G,0.81,0.34,82,23.25,SBab,,
IC4245,G,0.73,0.52,112,23.23,Sa,,
IC4246,G,0.62,0.26,147,22.65,Sa,,
IC4247,G,1.38,0.52,154,23.02,S?,,
IC4248,G,1.04,0.65,89,22.59,Sc,,
IC4249,G,1.43,0.41,111,23.17,Sab,,
IC4250,G,0.55,0.32,53,22.62,Sc,,
IC4251,G,0.98,0.65,145,23.45,SBa,,
IC4252,G,2.00,1.08,135,24.33,E-S0,,
IC4253,G,1.41,0.71,135,23.70,Sbc,,
IC4254,G,0.75,0.54,81,23.40,Sb,,
IC4255,G,1.34,0.99,45,23.75,E-S0,,
IC4256,G,0.66,0.32,44,23.02,Sb,,
IC4258,G,0.85,0.68,29,23.61,E,,
IC4259,G,0.99,0.56,149,23.66,SBab,,
IC4260,G,1.17,0.29,96,23.92,Sab,,
IC4261,G,1.17,0.86,131,23.79,S0,,
IC4262,G,1.18,0.37,65,23.83,Sb,,
IC4263,G,1.71,0.42,102,23.95,SBcd,,
IC4264,G,1.88,0.47,105,23.81,Sc,,
IC4265,G,0.84,0.53,5,23.46,Sab,,
IC4266,G,0.55,0.50,10,23.57,SBab,,
IC4267,G,1.30,0.45,135,23.62,Sbc,,
IC4268,G,0.63,0.46,90,24.10,E,,
IC4269,G,0.46,0.46,85,,E,,
IC4270,G,0.95,0.83,7,23.14,Sbc,,
IC4271,GPair,0.80,,,,,,
IC4271,G,0.87,0.66,167,23.48,SBbc,,
IC4271,G,0.30,0.23,141,,,,
IC4272,G,0.98,0.18,111,23.08,Sbc,,
IC4273,G,0.95,0.64,24,23.83,S0,,
IC4275,G,0.95,0.54,25,22.49,SBbc,,
IC4276,G,1.32,0.18,61,23.19,Sc,,
IC4277,G,0.67,0.08,91,,,,
IC4278,G,0.43,0.40,65,24.23,SBc,,
IC4279,G,0.68,0.38,52,22.96,Sb,,
IC4280,G,1.13,0.76,64,22.36,Sbc,,
IC4281,G,1.30,0.79,98,23.36,Sc,,
IC4282,G,0.40,0.38,156,24.59,,,
IC4283,G,0.65,0.34,69,22.82,SBb,,
IC4284,G,0.32,0.30,21,23.44,Sc,,
IC4285,G,0.32,0.17,92,24.10,,,
IC4286,G,0.41,0.34,20,22.63,Sbc,,
IC4287,GPair,1.00,,,,,,
IC4287,G,0.96,0.46,152,23.59,Sa,,
IC4287,G,0.22,0.15,15,,,,
IC4288,G,1.36,0.60,114,23.51,Sbc,,
IC4289,G,1.40,0.62,8,23.75,E-S0,,
IC4290,G,1.35,1.11,99,23.46,Sb,,
IC4291,OCl,5.10,,,,,,
IC4292,G,0.56,0.48,14,22.57,Sbc,,
IC4293,G,2.19,1.39,177,23.98,E-S0,,
IC4294,G,0.93,0.45,32,23.62,SBb,,
IC4295,G,1.04,0.40,114,23.21,Sbc,,
IC4296,G,4.62,2.43,42,23.73,E,,
IC4297,G,0.88,0.40,70,23.57,SBa,,
IC4298,G,1.60,0.82,177,23.39,Sc,,
IC4299,G,1.87,0.81,58,23.41,Sa,,
IC4300,G,0.23,0.23,12,21.43,E,,
IC4301,G,1.29,0.39,130,24.03,SBb,,
IC4302,G,1.36,0.27,126,23.97,Sc,,
IC4303,G,0.98,0.54,71,23.44,SABb,,
IC4304,G,1.31,0.55,41,23.47,Sab,,
IC4305,G,0.98,0.86,173,23.49,S0,,
IC4306,G,1.10,0.39,81,23.92,Sa,,
IC4307,G,0.66,0.59,84,23.02,S0,,
IC4309,G,0.77,0.50,132,23.24,Sbc,,
IC4310,G,2.38,0.96,73,23.89,S0,,
IC4311,G,1.11,0.78,161,22.77,Sbc,,
IC4312,G,1.21,0.89,75,22.78,S0,,
IC4313,G,0.59,0.38,38,23.71,E,,
IC4314,G,0.91,0.65,10,23.54,E,,
IC4315,G,1.60,0.32,132,23.41,SBc,,
IC4316,G,1.38,1.00,56,23.70,IB,,
IC4317,G,0.51,0.34,23,23.16,Sa,,
IC4318,G,1.08,0.95,10,23.28,Sc,,
IC4319,G,1.61,0.54,73,23.30,Sbc,,
IC4320,G,1.31,1.18,30,23.52,S0-a,,
IC4321,G,1.02,0.62,33,23.50,Sbc,,
IC4322,G,0.69,0.55,71,23.35,E-S0,,
IC4323,G,1.10,0.20,58,23.57,Sbc,,
IC4324,G,0.90,0.57,126,23.01,Sb,,
IC4325,G,1.20,0.48,101,23.23,SABb,,
IC4326,G,1.00,0.81,166,22.97,Sc,,
IC4327,G,1.15,0.58,56,23.00,Sc,,
IC4328,G,1.07,0.70,174,23.49,SBab,,
IC4329,G,4.74,2.65,67,24.33,E-S0,,
IC4330,G,1.29,0.65,93,23.38,SBc,,
IC4331,G,0.63,0.51,64,23.24,SBb,,
IC4332,G,0.85,0.78,3,23.69,S0,,
IC4333,G,1.80,0.46,60,24.70,S0-a,,
IC4334,G,0.59,0.50,147,23.17,E-S0,,
IC4336,G,1.37,0.41,155,23.34,Sb,,
IC4337,G,0.77,0.38,106,23.40,S0-a,,
IC4340,G,1.27,0.90,31,23.79,E-S0,,
IC4341,G,0.92,0.84,50,23.28,Sc,,
IC4342,G,1.09,0.43,53,23.54,Sab,,
IC4343,G,1.05,0.61,102,24.06,E,,
IC4344,G,1.10,0.70,67,23.64,Sab,,
IC4345,G,1.23,1.18,134,23.55,E,,
IC4346,G,0.73,0.66,4,23.07,S0-a,,
IC4348,G,1.13,1.13,117,24.74,E,,
IC4349,G,1.04,0.50,119,23.41,Sab,,
IC4350,G,1.88,0.74,133,23.74,S0-a,,
IC4351,G,6.55,1.04,18,24.19,Sb,,
IC4352,G,1.82,0.73,88,23.10,Sab,,
IC4354,G,1.36,0.33,106,23.64,Sc,,
IC4355,G,0.43,0.40,54,22.19,Sa,,
IC4356,G,0.54,0.46,15,23.32,S0,,
IC4357,G,0.93,0.51,67,22.98,Sbc,,
IC4358,G,1.39,0.29,111,23.22,Sbc,,
IC4359,G,1.18,0.89,13,22.68,Sc,,
IC4360,G,0.78,0.47,33,23.75,SBab,,
IC4361,G,0.66,0.34,170,,Sb,,
IC4362,G,1.81,0.69,147,22.67,SBc,,
IC4363,G,0.45,0.21,25,,Sc,,
IC4364,G,0.91,0.66,106,23.21,Sbc,,
IC4366,G,1.63,1.21,149,22.86,Sc,,
IC4367,G,1.64,1.43,71,22.74,SABc,,
IC4368,G,0.55,0.38,40,,S0,,
IC4369,G,0.44,0.38,29,23.04,Sbc,,
IC4370,G,0.44,0.33,96,22.60,Sc,,
IC4371,G,0.81,0.54,50,23.23,SBa,,
IC4372,G,0.48,0.15,75,,S0-a,,
IC4373,G,0.82,0.78,23,23.63,E,,
IC4374,G,1.80,1.39,106,23.70,E-S0,,
IC4377,G,1.98,0.69,95,24.08,S0-a,,
IC4378,G,1.54,0.61,158,24.17,S0,,
IC4379,G,0.92,0.42,93,23.40,Sbc,,
IC4380,G,0.73,0.68,10,23.22,SBcd,,
IC4382,G,0.64,0.16,9,22.30,SBb,,
IC4384,G,1.13,0.80,165,23.78,S0-a,,
IC4386,G,2.57,0.38,146,22.87,Sd,,
IC4387,G,1.26,0.72,67,23.63,SABm,,
IC4388,G,1.14,0.97,4,23.14,Sbc,,
IC4389,G,0.83,0.60,100,23.36,Sc,,
IC4390,G,1.95,0.63,10,23.11,SABb,,
IC4391,G,0.98,0.78,55,22.99,Sab,,
IC4393,G,2.30,0.38,75,23.72,Sc,,
IC4395,G,1.16,0.80,25,23.76,Sab,,
IC4396,G,0.63,0.41,21,23.07,Sc,,
IC4397,G,1.08,0.74,160,22.69,Sbc,,
IC4398,G,0.62,0.56,10,22.85,SBb,,
IC4399,G,0.71,0.35,139,23.00,SBb,,
IC4401,G,1.50,0.60,10,23.50,SABa,,
IC4402,G,5.78,0.96,126,23.43,Sb,,
IC4403,G,1.23,0.48,137,23.51,SBa,,
IC4405,G,1.35,0.87,105,24.02,S0-a,,
IC4406,PN,0.58,,,,,,
IC4407,G,1.48,0.71,173,23.66,SBm,,
IC4408,G,0.83,0.39,128,22.82,Sab,,
IC4409,G,0.79,0.54,38,23.08,Sbc,,
IC4410,G,0.79,0.41,57,23.33,SBbc,,
IC4413,G,0.51,0.40,129,22.85,E-S0,,
IC4415,G,0.62,0.30,139,23.58,Sa,,
IC4416,G,0.92,0.67,130,24.15,E,,
IC4417,G,1.11,0.78,144,24.52,E,,
IC4418,G,0.94,0.80,96,23.57,E,,
IC4419,G,0.79,0.52,148,24.02,Sab,,
IC4420,G,0.67,0.37,18,23.06,SBc,,
IC4421,G,1.43,1.08,164,23.02,E,,
IC4422,G,0.74,0.65,142,23.46,E,,
IC4423,G,1.02,0.57,71,23.54,Sbc,,
IC4425,G,0.64,0.58,3,22.93,SBb,,
IC4426,G,0.69,0.65,5,23.63,E,,
IC4427,G,0.86,0.35,116,23.29,Sab,,
IC4428,G,0.76,0.35,49,23.63,Sa,,
IC4429,G,1.02,0.61,96,24.32,E,,
IC4430,G,2.47,1.26,24,23.65,S0,,
IC4432,G,0.85,0.22,47,23.59,Sbc,,
IC4433,G,0.48,0.34,44,23.22,Sbc,,
IC4434,G,0.64,0.46,6,23.43,E,,
IC4435,G,0.94,0.94,50,23.81,E,,
IC4436,G,1.20,1.03,87,24.00,E,,
IC4438,G,0.48,0.40,77,23.07,Sbc,,
IC4439,G,0.67,0.36,76,23.30,Scd,,
IC4440,G,0.77,0.46,72,23.74,S0-a,,
IC4441,G,1.95,1.53,83,22.10,SABb,,
IC4442,G,0.85,0.50,15,23.26,SBa,,
IC4443,G,0.62,0.28,12,23.49,Sbc,,
IC4445,G,1.19,0.45,154,23.28,Scd,,
IC4446,G,0.77,0.40,109,23.46,Sc,,
IC4447,G,0.82,0.67,174,23.03,S0-a,,
IC4448,G,1.10,0.86,176,22.82,SBc,,
IC4449,G,0.72,0.41,115,23.82,IB,,
IC4450,G,0.98,0.45,48,23.32,Sbc,,
IC4451,G,1.79,1.29,95,23.49,E,,
IC4452,G,0.50,0.47,78,22.10,Sa,,
IC4453,G,2.09,0.97,160,23.44,S0,,
IC4454,G,0.45,0.32,0,23.50,Sab,,
IC4456,G,0.58,0.21,129,23.47,Sbc,,
IC4457,G,0.46,0.39,85,23.03,Sbc,,
IC4458,G,0.59,0.26,70,23.98,Sbc,,
IC4459,G,0.89,0.30,13,23.23,Sb,,
IC4460,G,0.55,0.41,161,22.96,Sa,,
IC4461,G,0.41,0.28,117,23.14,Sc,,
IC4462,G,0.74,0.54,11,23.25,Sb,,
IC4463,G,0.81,0.61,30,23.49,Sbc,,
IC4464,G,1.68,0.67,62,23.47,S0,,
IC4465,G,0.56,0.23,80,24.02,S0-a,,
IC4466,G,1.00,1.00,14,24.34,S0-a,,
IC4467,G,0.54,0.48,32,23.31,Sa,,
IC4468,G,2.30,0.54,158,23.18,SBc,,
IC4469,G,1.67,0.22,109,23.70,Sc,,
IC4470,G,0.89,0.25,94,22.77,Sb,,
IC4472,G,2.69,0.60,0,23.65,Sc,,
IC4473,GTrpl,1.20,,,,,,
IC4473,G,0.74,0.59,1,23.90,SBb,,
IC4473,G,0.93,0.59,178,23.61,SBb,,
IC4473,G,0.12,0.12,0,,,,
IC4474,G,0.65,0.52,134,23.55,SBab,,
IC4475,G,1.05,0.88,26,23.77,E,,
IC4476,G,0.76,0.55,164,23.46,S0,,
IC4477,G,0.60,0.34,16,22.84,SBb,,
IC4478,G,0.58,0.49,61,23.04,E,,
IC4479,G,1.16,1.07,17,23.88,Sc,,
IC4480,G,0.64,0.58,65,23.22,SBbc,,
IC4481,G,0.50,0.35,68,23.62,SBbc,,
IC4482,G,0.62,0.56,25,23.32,Sbc,,
IC4483,G,1.34,0.46,25,23.61,Sb,,
IC4484,G,2.96,0.30,132,23.47,Sc,,
IC4485,G,0.64,0.37,43,23.25,SBb,,
IC4486,G,0.52,0.32,142,23.09,E,,
IC4487,G,0.68,0.52,22,23.38,Sbc,,
IC4488,G,0.61,0.39,9,23.44,Sbc,,
IC4489,G,0.42,0.36,122,23.39,Sc,,
IC4492,G,0.63,0.50,61,23.18,E,,
IC4494,G,0.93,0.39,136,23.83,S0-a,,
IC4495,G,0.78,0.44,10,23.49,SBb,,
IC4496,G,0.85,0.69,45,23.29,S0,,
IC4497,G,0.84,0.81,134,23.73,E,,
IC4498,G,0.75,0.70,17,23.10,E-S0,,
IC4499,GCl,5.10,,,,,,
IC4500,G,0.56,0.44,74,22.91,Sbc,,
IC4501,G,1.03,0.75,59,22.91,Sab,,
IC4502,G,0.64,0.33,110,23.38,Sb,,
IC4503,G,1.20,1.05,6,23.95,E,,
IC4504,G,0.51,0.29,98,,S0,,
IC4505,G,1.13,0.78,176,23.79,E-S0,,
IC4506,G,0.49,0.44,2,22.74,S0,,
IC4507,G,0.68,0.41,149,23.34,Sb,,
IC4508,G,0.76,0.60,31,23.62,S0-a,,
IC4509,G,0.83,0.20,46,22.26,Sb,,
IC4512,G,0.55,0.50,162,23.70,Sc,,
IC4514,G,0.83,0.68,124,23.34,Sab,,
IC4515,G,0.98,0.70,61,23.99,Sa,,
IC4516,G,1.36,1.09,158,24.05,E,,
IC4517,G,1.12,0.30,156,23.43,SBb,,
IC4518,GPair,2.00,,,,,,
IC4518,G,0.92,0.32,135,,Sc,,
IC4518,G,1.26,0.24,106,24.40,Sc,,
IC4519,G,0.89,0.48,124,24.07,S0-a,,
IC4520,G,0.51,0.41,120,22.54,Sb,,
IC4521,G,0.66,0.44,114,22.92,Sc,,
IC4522,G,3.02,0.86,112,,Sb,,
IC4523,G,1.65,1.49,119,23.41,SABc,,
IC4524,G,0.64,0.48,19,22.98,SBbc,,
IC4525,G,0.58,0.52,31,23.10,SBd,,
IC4526,G,0.50,0.37,19,23.69,Sm,,
IC4527,G,1.43,0.51,49,22.66,Sbc,,
IC4528,G,0.81,0.60,155,23.15,Sb,,
IC4529,G,0.77,0.46,6,22.83,Sbc,,
IC4530,G,0.91,0.16,19,22.71,SBb,,
IC4531,G,0.92,0.53,178,24.22,E,,
IC4532,G,0.86,0.58,92,23.99,E,,
IC4533,G,0.98,0.66,154,23.66,SABa,,
IC4534,G,1.45,0.79,164,23.80,S0,,
IC4535,G,0.54,0.23,162,23.07,SBb,,
IC4536,G,1.32,0.89,4,22.72,SBcd,,
IC4537,G,0.75,0.43,45,23.98,S0-a,,
IC4538,G,2.48,1.95,55,23.39,SABc,,
IC4539,G,0.55,0.45,153,23.16,SABb,,
IC4541,G,1.74,0.53,151,23.17,Sb,,
IC4542,G,1.05,0.65,102,23.95,S0-a,,
IC4545,G,2.02,0.85,166,23.55,SABc,,
IC4546,G,0.70,0.60,104,23.19,Sc,,
IC4547,G,0.80,0.57,138,23.72,E-S0,,
IC4548,G,0.48,0.33,11,23.80,E,,
IC4549,G,0.70,0.23,96,22.69,Sb,,
IC4552,G,1.00,0.94,70,22.95,Sc,,
IC4553,G,1.11,0.72,96,22.53,Sm,,
IC4554,G,0.47,0.33,151,22.99,Sab,,
IC4555,G,2.14,0.46,62,22.68,SBc,,
IC4556,G,1.17,1.06,141,23.76,E,,
IC4557,G,0.52,0.36,137,22.82,Sbc,,
IC4558,G,0.45,0.28,158,22.66,Sb,,
IC4559,G,0.64,0.44,70,23.13,E,,
IC4560,G,0.61,0.35,104,24.04,S0,,
IC4561,G,0.83,0.45,129,23.05,Sb,,
IC4562,G,1.19,1.09,55,23.10,E,,
IC4563,G,1.06,0.54,163,23.65,S0-a,,
IC4564,G,1.20,0.44,71,22.79,Sc,,
IC4565,G,0.80,0.46,11,22.78,Sc,,
IC4566,G,1.35,0.89,163,23.23,Sb,,
IC4567,G,1.34,0.96,131,22.73,Sc,,
IC4568,G,0.54,0.25,39,,Sb,,
IC4569,G,0.91,0.82,115,23.52,E,,
IC4570,G,0.76,0.67,178,23.09,SABc,,
IC4571,G,1.58,0.57,139,22.94,SBb,,
IC4572,G,1.16,0.78,76,23.59,SBa,,
IC4573,G,0.62,0.27,138,22.90,Sc,,
IC4574,G,0.63,0.36,23,23.29,SBa,,
IC4575,G,0.50,0.35,84,22.66,Sa,,
IC4576,G,1.39,0.90,79,24.15,E,,
IC4577,G,0.58,0.49,145,23.00,E,,
IC4578,G,1.63,0.62,139,23.06,SBb,,
IC4579,G,0.55,0.43,72,23.08,E,,
IC4580,G,0.98,0.48,164,23.86,S0-a,,
IC4581,G,0.79,0.60,24,23.25,Sc,,
IC4582,G,1.20,0.31,172,22.98,SBbc,,
IC4583,G,1.21,0.28,39,23.23,Sab,,
IC4584,G,1.96,1.64,90,25.83,Sc,,
IC4585,G,1.58,0.76,56,22.22,SBb,,
IC4587,G,0.83,0.56,98,24.20,E,,
IC4588,G,0.50,0.39,141,23.41,E,,
IC4590,G,0.65,0.43,158,23.50,E,,
IC4591,HII,12.00,10.00,,,,,
IC4592,RfN,60.00,40.00,,,,,
IC4593,PN,0.66,,,,,,
IC4595,G,3.26,0.55,60,23.39,Sc,,
IC4596,G,1.66,0.38,56,23.83,SBab,,
IC4597,G,1.27,1.02,145,23.49,Sc,,
IC4598,G,1.46,0.40,175,23.39,Sbc,,
IC4599,PN,0.24,,,,,,
IC4601,Neb,20.00,10.00,,,,,
IC4603,Neb,20.00,5.00,,,,,
IC4604,Neb,60.00,25.00,,,,,rho Oph Nebula
IC4605,Neb,30.00,15.00,,,,,
IC4607,G,0.72,0.38,149,24.11,E,,
IC4608,G,0.86,0.64,74,22.36,SBm,,
IC4609,G,0.87,0.83,19,23.67,E-S0,,
IC4610,G,1.03,0.31,50,24.36,Sab,,
IC4611,G,0.51,0.46,20,23.04,Sa,,
IC4612,G,1.00,1.00,103,23.86,S0-a,,
IC4614,G,0.77,0.69,85,23.33,Sa,,
IC4617,G,0.69,0.40,32,23.51,Sbc,,
IC4618,G,1.69,0.81,119,22.04,SBbc,,
IC4619,G,0.69,0.58,85,23.02,Sbc,,
IC4620,G,0.71,0.51,93,23.51,Sb,,
IC4621,G,0.81,0.62,151,23.27,Sab,,
IC4623,G,0.70,0.36,107,22.96,Sb,,
IC4624,G,0.47,0.32,115,23.17,,,
IC4627,G,0.65,0.27,74,23.23,Sc,,
IC4628,Neb,89.13,58.88,,,,,
IC4630,G,0.84,0.49,20,23.21,S0-a,,
IC4633,G,2.70,1.32,148,23.98,Sc,,
IC4634,PN,0.14,,,,,,
IC4635,G,1.62,0.45,160,23.77,SABb,,
IC4637,PN,0.31,,,,,,
IC4638,G,0.68,0.51,53,23.29,SABb,,
IC4639,G,0.58,0.51,152,23.66,E,,
IC4640,G,1.34,1.20,130,,SABc,,
IC4641,G,1.22,1.12,45,23.46,Sc,,
IC4642,PN,0.28,,,,,,
IC4644,G,1.75,0.47,134,24.55,Sb,,
IC4645,G,0.57,0.50,121,23.42,Scd,,
IC4646,G,2.77,1.85,179,23.23,Sc,,
IC4647,G,1.64,0.84,176,,S0,,
IC4650,G,0.61,0.25,67,23.57,S0,,
IC4651,OCl,9.60,,,,,,
IC4652,G,1.10,0.53,16,22.64,Sb,,
IC4653,G,1.61,0.98,51,22.96,S0-a,,
IC4654,G,1.97,1.11,102,22.93,SABb,,
IC4656,G,2.65,0.57,90,23.33,Sc,,
IC4660,G,1.28,0.33,170,22.75,Sb,,
IC4661,G,1.62,1.30,63,23.04,Sc,,
IC4662,G,2.09,0.83,106,21.34,IB,,
IC4663,PN,0.22,,,,,,
IC4664,G,1.67,0.89,106,23.03,Sb,,
IC4665,OCl,24.60,,,,,,
IC4669,G,0.61,0.29,103,22.50,SBb,,
IC4670,PN,0.08,,,,,,
IC4672,G,0.89,0.52,40,23.30,Sc,,
IC4673,PN,0.25,,,,,,
IC4674,G,1.57,0.71,87,23.85,SABc,,
IC4676,G,0.58,0.33,76,23.27,,,
IC4678,Neb,,,,,,,
IC4679,G,1.17,0.39,125,21.04,SBc,,
IC4680,G,1.61,0.52,72,23.19,Sab,,
IC4682,G,2.21,1.51,140,23.35,SBbc,,
IC4684,RfN,3.00,2.00,,,,,
IC4685,Neb,15.00,10.00,,,,,
IC4686,G,0.78,0.59,45,23.00,,,
IC4687,G,1.15,0.73,51,23.09,SABb,,
IC4688,G,1.30,0.95,174,23.54,Sc,,
IC4689,G,0.91,0.38,141,23.22,SABa,,
IC4691,G,1.00,0.64,150,24.25,E,,
IC4692,G,1.74,0.86,4,23.51,SBc,,
IC4694,G,2.79,0.73,19,23.60,SBc,,
IC4696,G,2.36,0.75,74,23.20,Sbc,,
IC4697,G,0.87,0.23,0,22.72,Sab,,
IC4698,G,1.75,0.26,39,24.07,Sb,,
IC4699,PN,0.08,,,,,,
IC4701,Neb,60.00,40.00,,,,,
IC4702,G,1.66,1.19,155,23.69,S0-a,,
IC4703,Neb,5.05,5.05,90,,,,Eagle Nebula/Star Queen
IC4704,G,2.70,1.99,165,23.98,E-S0,,
IC4705,G,1.73,1.02,53,23.10,SBa,,
IC4706,Neb,3.47,,,,,,
IC4707,Neb,3.47,,,,,,
IC4708,G,0.50,0.45,113,23.00,,,
IC4709,G,1.17,0.59,5,23.13,Sab,,
IC4710,G,3.49,2.99,5,23.82,Sm,,
IC4712,G,1.99,1.17,61,22.83,Sbc,,
IC4713,G,0.91,0.79,95,22.67,SBm,,
IC4714,G,1.49,0.29,177,23.40,Sc,,
IC4715,*Ass,120.00,60.00,90,,,024,Small Sgr Star Cloud
IC4716,G,0.69,0.32,98,23.25,SBbc,,
IC4717,G,1.78,0.43,93,23.29,Sb,,
IC4718,G,1.67,0.80,116,23.18,Sab,,
IC4719,G,1.47,0.61,112,22.41,Sd,,
IC4720,G,2.75,0.88,159,23.32,SBc,,
IC4721,G,5.30,1.64,149,23.75,SBc,,
IC4722,G,1.64,1.14,45,23.06,Sc,,
IC4723,G,0.70,0.67,6,22.79,E,,
IC4724,G,0.83,0.40,158,23.48,,,
IC4725,OCl,14.10,,,,,025,
IC4726,G,1.13,0.82,19,23.66,S0,,
IC4727,G,1.24,1.09,114,23.29,E-S0,,
IC4728,G,2.22,0.76,172,24.01,SBab,,
IC4729,G,1.31,0.69,61,22.11,Sc,,
IC4730,G,1.44,0.68,154,23.93,S0-a,,
IC4731,G,1.55,0.76,80,23.41,S0-a,,
IC4732,PN,0.07,,,,,,
IC4734,G,1.31,0.76,103,23.14,SBb,,
IC4735,G,0.79,0.54,38,23.64,,,
IC4736,G,1.29,0.98,99,23.65,SBd,,
IC4737,G,0.93,0.77,23,23.46,SBa,,
IC4738,G,1.25,0.62,146,23.83,Sc,,
IC4739,G,0.95,0.57,95,23.37,Sbc,,
IC4740,G,1.01,0.92,13,23.90,SABc,,
IC4741,G,1.43,0.90,30,23.04,Sab,,
IC4742,G,2.11,1.67,14,23.55,E,,
IC4743,G,0.93,0.52,99,23.54,S0,,
IC4744,G,0.66,0.39,76,22.73,I,,
IC4745,G,2.08,0.91,1,23.70,Sab,,
IC4746,G,0.57,0.48,0,,,,
IC4747,G,1.10,0.37,72,,Sc,,
IC4748,G,1.01,0.88,95,23.09,S0,,
IC4749,G,1.20,1.01,57,23.41,S0,,
IC4750,G,1.16,0.52,110,24.09,S0-a,,
IC4751,G,1.08,0.57,6,22.97,S0,,
IC4752,G,0.73,0.65,129,23.42,Sab,,
IC4753,G,0.87,0.74,7,22.39,E,,
IC4754,G,1.27,1.10,31,23.46,SBb,,
IC4755,G,1.42,0.32,96,23.99,Sa,,
IC4756,OCl,24.00,,,,,,
IC4757,G,1.49,0.65,57,23.98,S0-a,,
IC4758,G,1.04,0.53,142,22.45,Sc,,
IC4759,GPair,0.80,,,,,,
